Frequency(GHz),length of patch in mm,width of patch in mm,length of substrate in mm,width of Substrate in mm,Area of Slots(mm^2),Radius of Circular Slot(mm),S11(dB)
4.480000019,27,38,59,76,58.2656,4,-4.690207682
4.485000134,27,38,59,76,58.2656,4,-4.88862579
4.489999771,27,38,59,76,58.2656,4,-5.10374005
4.494999886,27,38,59,76,58.2656,4,-5.337033858
4.5,27,38,59,76,58.2656,4,-5.590123048
4.505000114,27,38,59,76,58.2656,4,-5.864790336
4.510000229,27,38,59,76,58.2656,4,-6.163014301
4.514999866,27,38,59,76,58.2656,4,-6.487011022
4.519999981,27,38,59,76,58.2656,4,-6.839289986
4.525000095,27,38,59,76,58.2656,4,-7.222723047
4.53000021,27,38,59,76,58.2656,4,-7.640629536
4.534999847,27,38,59,76,58.2656,4,-8.096900894
4.539999962,27,38,59,76,58.2656,4,-8.596150881
4.545000076,27,38,59,76,58.2656,4,-9.143936281
4.550000191,27,38,59,76,58.2656,4,-9.747040825
4.554999828,27,38,59,76,58.2656,4,-10.41389436
4.559999943,27,38,59,76,58.2656,4,-11.15518463
4.565000057,27,38,59,76,58.2656,4,-11.98473356
4.570000172,27,38,59,76,58.2656,4,-12.92088616
4.574999809,27,38,59,76,58.2656,4,-13.98871144
4.579999924,27,38,59,76,58.2656,4,-15.22367012
4.585000038,27,38,59,76,58.2656,4,-16.67804648
4.590000153,27,38,59,76,58.2656,4,-18.43278067
4.59499979,27,38,59,76,58.2656,4,-20.61983659
4.599999905,27,38,59,76,58.2656,4,-23.45929761
4.605000019,27,38,59,76,58.2656,4,-27.21938264
4.610000134,27,38,59,76,58.2656,4,-30.68389275
4.614999771,27,38,59,76,58.2656,4,-28.58100394
4.619999886,27,38,59,76,58.2656,4,-24.57878937
4.625,27,38,59,76,58.2656,4,-21.47241832
4.630000114,27,38,59,76,58.2656,4,-19.11170119
4.635000229,27,38,59,76,58.2656,4,-17.24263649
4.639999866,27,38,59,76,58.2656,4,-15.70933841
4.644999981,27,38,59,76,58.2656,4,-14.41753655
4.650000095,27,38,59,76,58.2656,4,-13.30735138
4.65500021,27,38,59,76,58.2656,4,-12.33876864
4.659999847,27,38,59,76,58.2656,4,-11.48385527
4.664999962,27,38,59,76,58.2656,4,-10.72237653
4.670000076,27,38,59,76,58.2656,4,-10.03922201
4.675000191,27,38,59,76,58.2656,4,-9.422801793
4.679999828,27,38,59,76,58.2656,4,-8.864026437
4.684999943,27,38,59,76,58.2656,4,-8.355628658
4.690000057,27,38,59,76,58.2656,4,-7.891689338
4.695000172,27,38,59,76,58.2656,4,-7.467315603
4.699999809,27,38,59,76,58.2656,4,-7.078403578
4.704999924,27,38,59,76,58.2656,4,-6.721464462
4.710000038,27,38,59,76,58.2656,4,-6.393495896
4.715000153,27,38,59,76,58.2656,4,-6.091886041
4.71999979,27,38,59,76,58.2656,4,-5.814337456
4.724999905,27,38,59,76,58.2656,4,-5.558808631
4.730000019,27,38,59,76,58.2656,4,-5.323466748
4.735000134,27,38,59,76,58.2656,4,-5.106657525
4.739999771,27,38,59,76,58.2656,4,-4.906873259
4.744999886,27,38,59,76,58.2656,4,-4.72272822
4.75,27,38,59,76,58.2656,4,-4.552943345
4.755000114,27,38,59,76,58.2656,4,-4.396332812
4.760000229,27,38,59,76,58.2656,4,-4.251794695
4.764999866,27,38,59,76,58.2656,4,-4.118297795
4.769999981,27,38,59,76,58.2656,4,-3.994880951
4.775000095,27,38,59,76,58.2656,4,-3.880644675
4.78000021,27,38,59,76,58.2656,4,-3.774751985
4.784999847,27,38,59,76,58.2656,4,-3.676421891
4.789999962,27,38,59,76,58.2656,4,-3.584936613
4.795000076,27,38,59,76,58.2656,4,-3.499629487
4.800000191,27,38,59,76,58.2656,4,-3.419895172
4.804999828,27,38,59,76,58.2656,4,-3.345187035
4.809999943,27,38,59,76,58.2656,4,-3.275012166
4.815000057,27,38,59,76,58.2656,4,-3.208940324
4.820000172,27,38,59,76,58.2656,4,-3.146595708
4.824999809,27,38,59,76,58.2656,4,-3.08766261
4.829999924,27,38,59,76,58.2656,4,-3.031875671
4.835000038,27,38,59,76,58.2656,4,-2.979028367
4.840000153,27,38,59,76,58.2656,4,-2.928958379
4.84499979,27,38,59,76,58.2656,4,-2.881553441
4.849999905,27,38,59,76,58.2656,4,-2.836745681
4.855000019,27,38,59,76,58.2656,4,-2.794498427
4.860000134,27,38,59,76,58.2656,4,-2.754815579
4.864999771,27,38,59,76,58.2656,4,-2.717721871
4.869999886,27,38,59,76,58.2656,4,-2.683266638
4.875,27,38,59,76,58.2656,4,-2.651515297
4.880000114,27,38,59,76,58.2656,4,-2.622540195
4.885000229,27,38,59,76,58.2656,4,-2.596416979
4.889999866,27,38,59,76,58.2656,4,-2.573223531
4.894999981,27,38,59,76,58.2656,4,-2.553024752
4.900000095,27,38,59,76,58.2656,4,-2.535876849
4.90500021,27,38,59,76,58.2656,4,-2.521816983
4.909999847,27,38,59,76,58.2656,4,-2.510862588
4.914999962,27,38,59,76,58.2656,4,-2.503003622
4.920000076,27,38,59,76,58.2656,4,-2.498204309
4.925000191,27,38,59,76,58.2656,4,-2.496394433
4.929999828,27,38,59,76,58.2656,4,-2.497475404
4.934999943,27,38,59,76,58.2656,4,-2.50131324
4.940000057,27,38,59,76,58.2656,4,-2.507736578
4.945000172,27,38,59,76,58.2656,4,-2.516542173
4.949999809,27,38,59,76,58.2656,4,-2.52749286
4.954999924,27,38,59,76,58.2656,4,-2.540317696
4.960000038,27,38,59,76,58.2656,4,-2.554715903
4.965000153,27,38,59,76,58.2656,4,-2.570357688
4.96999979,27,38,59,76,58.2656,4,-2.586898514
4.974999905,27,38,59,76,58.2656,4,-2.603965549
4.980000019,27,38,59,76,58.2656,4,-2.621178887
4.985000134,27,38,59,76,58.2656,4,-2.63814881
4.989999771,27,38,59,76,58.2656,4,-2.654488874
4.994999886,27,38,59,76,58.2656,4,-2.669817774
5,27,38,59,76,58.2656,4,-2.683768246
5.005000114,27,38,59,76,58.2656,4,-2.695999643
5.010000229,27,38,59,76,58.2656,4,-2.706196532
5.014999866,27,38,59,76,58.2656,4,-2.714079321
5.019999981,27,38,59,76,58.2656,4,-2.719413524
5.025000095,27,38,59,76,58.2656,4,-2.72201257
5.03000021,27,38,59,76,58.2656,4,-2.72173892
5.034999847,27,38,59,76,58.2656,4,-2.718510591
5.039999962,27,38,59,76,58.2656,4,-2.712305717
5.045000076,27,38,59,76,58.2656,4,-2.703148961
5.050000191,27,38,59,76,58.2656,4,-2.691126981
5.054999828,27,38,59,76,58.2656,4,-2.676372142
5.059999943,27,38,59,76,58.2656,4,-2.659067585
5.065000057,27,38,59,76,58.2656,4,-2.639429666
5.070000172,27,38,59,76,58.2656,4,-2.617716518
5.074999809,27,38,59,76,58.2656,4,-2.594210121
5.079999924,27,38,59,76,58.2656,4,-2.569211751
5.085000038,27,38,59,76,58.2656,4,-2.543034954
5.090000153,27,38,59,76,58.2656,4,-2.516000107
5.09499979,27,38,59,76,58.2656,4,-2.488425697
5.099999905,27,38,59,76,58.2656,4,-2.460617705
5.105000019,27,38,59,76,58.2656,4,-2.432877445
5.110000134,27,38,59,76,58.2656,4,-2.405475055
5.114999771,27,38,59,76,58.2656,4,-2.378666075
5.119999886,27,38,59,76,58.2656,4,-2.352676968
5.125,27,38,59,76,58.2656,4,-2.327703119
5.130000114,27,38,59,76,58.2656,4,-2.30390753
5.135000229,27,38,59,76,58.2656,4,-2.281424094
5.139999866,27,38,59,76,58.2656,4,-2.260351237
5.144999981,27,38,59,76,58.2656,4,-2.240752734
5.150000095,27,38,59,76,58.2656,4,-2.222664515
5.15500021,27,38,59,76,58.2656,4,-2.206086818
5.159999847,27,38,59,76,58.2656,4,-2.19099504
5.164999962,27,38,59,76,58.2656,4,-2.177336499
5.170000076,27,38,59,76,58.2656,4,-2.1650336
5.175000191,27,38,59,76,58.2656,4,-2.153990423
5.179999828,27,38,59,76,58.2656,4,-2.144091397
5.184999943,27,38,59,76,58.2656,4,-2.135209655
5.190000057,27,38,59,76,58.2656,4,-2.127204758
5.195000172,27,38,59,76,58.2656,4,-2.11993433
5.199999809,27,38,59,76,58.2656,4,-2.113249187
5.204999924,27,38,59,76,58.2656,4,-2.107004954
5.210000038,27,38,59,76,58.2656,4,-2.101061689
5.215000153,27,38,59,76,58.2656,4,-2.095283955
5.21999979,27,38,59,76,58.2656,4,-2.08955278
5.224999905,27,38,59,76,58.2656,4,-2.083760098
5.230000019,27,38,59,76,58.2656,4,-2.077816502
5.235000134,27,38,59,76,58.2656,4,-2.071647303
5.239999771,27,38,59,76,58.2656,4,-2.065199961
5.244999886,27,38,59,76,58.2656,4,-2.058439942
5.25,27,38,59,76,58.2656,4,-2.051355722
5.255000114,27,38,59,76,58.2656,4,-2.043950184
5.260000229,27,38,59,76,58.2656,4,-2.036250148
5.264999866,27,38,59,76,58.2656,4,-2.028296657
5.269999981,27,38,59,76,58.2656,4,-2.020146171
5.275000095,27,38,59,76,58.2656,4,-2.011869832
5.28000021,27,38,59,76,58.2656,4,-2.003545932
5.284999847,27,38,59,76,58.2656,4,-1.995264507
5.289999962,27,38,59,76,58.2656,4,-1.987116659
5.295000076,27,38,59,76,58.2656,4,-1.979196918
5.300000191,27,38,59,76,58.2656,4,-1.971600014
5.304999828,27,38,59,76,58.2656,4,-1.964415238
5.309999943,27,38,59,76,58.2656,4,-1.957726449
5.315000057,27,38,59,76,58.2656,4,-1.951608935
5.320000172,27,38,59,76,58.2656,4,-1.946125036
5.324999809,27,38,59,76,58.2656,4,-1.9413301
5.329999924,27,38,59,76,58.2656,4,-1.937260943
5.335000038,27,38,59,76,58.2656,4,-1.933942345
5.340000153,27,38,59,76,58.2656,4,-1.931382617
5.34499979,27,38,59,76,58.2656,4,-1.929575061
5.349999905,27,38,59,76,58.2656,4,-1.928498856
5.355000019,27,38,59,76,58.2656,4,-1.928116748
5.360000134,27,38,59,76,58.2656,4,-1.928379982
5.364999771,27,38,59,76,58.2656,4,-1.929226176
5.369999886,27,38,59,76,58.2656,4,-1.930581594
5.375,27,38,59,76,58.2656,4,-1.93236614
5.380000114,27,38,59,76,58.2656,4,-1.934489008
5.385000229,27,38,59,76,58.2656,4,-1.936858938
5.389999866,27,38,59,76,58.2656,4,-1.939380176
5.394999981,27,38,59,76,58.2656,4,-1.941958369
5.400000095,27,38,59,76,58.2656,4,-1.944498778
5.40500021,27,38,59,76,58.2656,4,-1.946913714
5.409999847,27,38,59,76,58.2656,4,-1.949124614
5.414999962,27,38,59,76,58.2656,4,-1.951057249
5.420000076,27,38,59,76,58.2656,4,-1.952652632
5.425000191,27,38,59,76,58.2656,4,-1.953861821
5.429999828,27,38,59,76,58.2656,4,-1.954649549
5.434999943,27,38,59,76,58.2656,4,-1.954995204
5.440000057,27,38,59,76,58.2656,4,-1.954893108
5.445000172,27,38,59,76,58.2656,4,-1.954352722
5.449999809,27,38,59,76,58.2656,4,-1.953394322
5.454999924,27,38,59,76,58.2656,4,-1.952056552
5.460000038,27,38,59,76,58.2656,4,-1.950385917
5.465000153,27,38,59,76,58.2656,4,-1.948442676
5.46999979,27,38,59,76,58.2656,4,-1.946293933
5.474999905,27,38,59,76,58.2656,4,-1.944015702
5.480000019,27,38,59,76,58.2656,4,-1.94168736
5.485000134,27,38,59,76,58.2656,4,-1.939393453
5.489999771,27,38,59,76,58.2656,4,-1.937215387
5.494999886,27,38,59,76,58.2656,4,-1.935236627
5.5,27,38,59,76,58.2656,4,-1.933536626
5.505000114,27,38,59,76,58.2656,4,-1.93218425
5.510000229,27,38,59,76,58.2656,4,-1.931247262
5.514999866,27,38,59,76,58.2656,4,-1.930782694
5.519999981,27,38,59,76,58.2656,4,-1.930833043
5.525000095,27,38,59,76,58.2656,4,-1.931434071
5.53000021,27,38,59,76,58.2656,4,-1.932607597
5.534999847,27,38,59,76,58.2656,4,-1.934362975
5.539999962,27,38,59,76,58.2656,4,-1.936693908
5.545000076,27,38,59,76,58.2656,4,-1.939586814
5.550000191,27,38,59,76,58.2656,4,-1.943010768
5.554999828,27,38,59,76,58.2656,4,-1.94692695
5.559999943,27,38,59,76,58.2656,4,-1.951285824
5.565000057,27,38,59,76,58.2656,4,-1.956025366
5.570000172,27,38,59,76,58.2656,4,-1.961081677
5.574999809,27,38,59,76,58.2656,4,-1.966378704
5.579999924,27,38,59,76,58.2656,4,-1.971841903
5.585000038,27,38,59,76,58.2656,4,-1.977392371
5.590000153,27,38,59,76,58.2656,4,-1.982951221
5.59499979,27,38,59,76,58.2656,4,-1.988442381
5.599999905,27,38,59,76,58.2656,4,-1.993793171
5.605000019,27,38,59,76,58.2656,4,-1.998937057
5.610000134,27,38,59,76,58.2656,4,-2.003815797
5.614999771,27,38,59,76,58.2656,4,-2.008379
5.619999886,27,38,59,76,58.2656,4,-2.012587984
5.625,27,38,59,76,58.2656,4,-2.016416467
5.630000114,27,38,59,76,58.2656,4,-2.019846526
5.635000229,27,38,59,76,58.2656,4,-2.022876525
5.639999866,27,38,59,76,58.2656,4,-2.025517796
5.644999981,27,38,59,76,58.2656,4,-2.027790761
5.650000095,27,38,59,76,58.2656,4,-2.029730514
5.65500021,27,38,59,76,58.2656,4,-2.031379442
5.659999847,27,38,59,76,58.2656,4,-2.032794609
5.664999962,27,38,59,76,58.2656,4,-2.034038672
5.670000076,27,38,59,76,58.2656,4,-2.035178148
5.675000191,27,38,59,76,58.2656,4,-2.03629066
5.679999828,27,38,59,76,58.2656,4,-2.037450454
5.684999943,27,38,59,76,58.2656,4,-2.038736832
5.690000057,27,38,59,76,58.2656,4,-2.040226342
5.695000172,27,38,59,76,58.2656,4,-2.041994203
5.699999809,27,38,59,76,58.2656,4,-2.044109678
5.704999924,27,38,59,76,58.2656,4,-2.04663907
5.710000038,27,38,59,76,58.2656,4,-2.04963533
5.715000153,27,38,59,76,58.2656,4,-2.053148856
5.71999979,27,38,59,76,58.2656,4,-2.057214015
5.724999905,27,38,59,76,58.2656,4,-2.061863418
5.730000019,27,38,59,76,58.2656,4,-2.067108839
5.735000134,27,38,59,76,58.2656,4,-2.072958045
5.739999771,27,38,59,76,58.2656,4,-2.079402607
5.744999886,27,38,59,76,58.2656,4,-2.086425713
5.75,27,38,59,76,58.2656,4,-2.094000376
5.755000114,27,38,59,76,58.2656,4,-2.102090208
5.760000229,27,38,59,76,58.2656,4,-2.110647844
5.764999866,27,38,59,76,58.2656,4,-2.119620361
5.769999981,27,38,59,76,58.2656,4,-2.128949269
5.775000095,27,38,59,76,58.2656,4,-2.138571062
5.78000021,27,38,59,76,58.2656,4,-2.148420112
5.784999847,27,38,59,76,58.2656,4,-2.158430647
5.789999962,27,38,59,76,58.2656,4,-2.168533789
5.795000076,27,38,59,76,58.2656,4,-2.178668704
5.800000191,27,38,59,76,58.2656,4,-2.188774912
5.804999828,27,38,59,76,58.2656,4,-2.198802076
5.809999943,27,38,59,76,58.2656,4,-2.208703383
5.815000057,27,38,59,76,58.2656,4,-2.218444183
5.820000172,27,38,59,76,58.2656,4,-2.227994789
5.824999809,27,38,59,76,58.2656,4,-2.237342784
5.829999924,27,38,59,76,58.2656,4,-2.246482786
5.835000038,27,38,59,76,58.2656,4,-2.255420627
5.840000153,27,38,59,76,58.2656,4,-2.264175848
5.84499979,27,38,59,76,58.2656,4,-2.272781493
5.849999905,27,38,59,76,58.2656,4,-2.281272073
5.855000019,27,38,59,76,58.2656,4,-2.28970566
5.860000134,27,38,59,76,58.2656,4,-2.298136578
5.864999771,27,38,59,76,58.2656,4,-2.306637479
5.869999886,27,38,59,76,58.2656,4,-2.315279496
5.875,27,38,59,76,58.2656,4,-2.324141505
5.880000114,27,38,59,76,58.2656,4,-2.333310453
5.885000229,27,38,59,76,58.2656,4,-2.342865423
5.889999866,27,38,59,76,58.2656,4,-2.352894827
5.894999981,27,38,59,76,58.2656,4,-2.363482481
5.900000095,27,38,59,76,58.2656,4,-2.37470565
5.90500021,27,38,59,76,58.2656,4,-2.386641996
5.909999847,27,38,59,76,58.2656,4,-2.399364388
5.914999962,27,38,59,76,58.2656,4,-2.412934486
5.920000076,27,38,59,76,58.2656,4,-2.427412066
5.925000191,27,38,59,76,58.2656,4,-2.442843213
5.929999828,27,38,59,76,58.2656,4,-2.459269534
5.934999943,27,38,59,76,58.2656,4,-2.476724662
5.940000057,27,38,59,76,58.2656,4,-2.495229135
5.945000172,27,38,59,76,58.2656,4,-2.514797695
5.949999809,27,38,59,76,58.2656,4,-2.535437204
5.954999924,27,38,59,76,58.2656,4,-2.557148338
5.960000038,27,38,59,76,58.2656,4,-2.579919232
5.965000153,27,38,59,76,58.2656,4,-2.603738575
5.96999979,27,38,59,76,58.2656,4,-2.628587062
5.974999905,27,38,59,76,58.2656,4,-2.654441214
5.980000019,27,38,59,76,58.2656,4,-2.681280027
5.985000134,27,38,59,76,58.2656,4,-2.709078292
5.989999771,27,38,59,76,58.2656,4,-2.737812471
5.994999886,27,38,59,76,58.2656,4,-2.767461968
6,27,38,59,76,58.2656,4,-2.798009219
6.005000114,27,38,59,76,58.2656,4,-2.829444998
6.010000229,27,38,59,76,58.2656,4,-2.861764994
6.014999866,27,38,59,76,58.2656,4,-2.894974486
6.019999981,27,38,59,76,58.2656,4,-2.929090686
6.025000095,27,38,59,76,58.2656,4,-2.964137751
6.03000021,27,38,59,76,58.2656,4,-3.000157902
6.034999847,27,38,59,76,58.2656,4,-3.037199869
6.039999962,27,38,59,76,58.2656,4,-3.07533356
6.045000076,27,38,59,76,58.2656,4,-3.114638764
6.050000191,27,38,59,76,58.2656,4,-3.155211162
6.054999828,27,38,59,76,58.2656,4,-3.19716544
6.059999943,27,38,59,76,58.2656,4,-3.240628263
6.065000057,27,38,59,76,58.2656,4,-3.285743408
6.070000172,27,38,59,76,58.2656,4,-3.332672969
6.074999809,27,38,59,76,58.2656,4,-3.381589564
6.079999924,27,38,59,76,58.2656,4,-3.43268715
6.085000038,27,38,59,76,58.2656,4,-3.486170012
6.090000153,27,38,59,76,58.2656,4,-3.542264529
6.09499979,27,38,59,76,58.2656,4,-3.601205102
6.099999905,27,38,59,76,58.2656,4,-3.663245361
6.105000019,27,38,59,76,58.2656,4,-3.728654755
6.110000134,27,38,59,76,58.2656,4,-3.797712476
6.114999771,27,38,59,76,58.2656,4,-3.87072513
6.119999886,27,38,59,76,58.2656,4,-3.948000894
6.125,27,38,59,76,58.2656,4,-4.029877281
6.130000114,27,38,59,76,58.2656,4,-4.11670125
6.135000229,27,38,59,76,58.2656,4,-4.208842404
6.139999866,27,38,59,76,58.2656,4,-4.306689774
6.144999981,27,38,59,76,58.2656,4,-4.41065254
6.150000095,27,38,59,76,58.2656,4,-4.521165393
6.15500021,27,38,59,76,58.2656,4,-4.638688367
6.159999847,27,38,59,76,58.2656,4,-4.76371062
6.164999962,27,38,59,76,58.2656,4,-4.89675168
6.170000076,27,38,59,76,58.2656,4,-5.038368223
6.175000191,27,38,59,76,58.2656,4,-5.189152181
6.179999828,27,38,59,76,58.2656,4,-5.349747847
6.184999943,27,38,59,76,58.2656,4,-5.520839232
6.190000057,27,38,59,76,58.2656,4,-5.703178403
6.195000172,27,38,59,76,58.2656,4,-5.897573086
6.199999809,27,38,59,76,58.2656,4,-6.104907959
6.204999924,27,38,59,76,58.2656,4,-6.326155928
6.210000038,27,38,59,76,58.2656,4,-6.562379492
6.215000153,27,38,59,76,58.2656,4,-6.814763675
6.21999979,27,38,59,76,58.2656,4,-7.084617482
6.224999905,27,38,59,76,58.2656,4,-7.373409672
6.230000019,27,38,59,76,58.2656,4,-7.682792702
6.235000134,27,38,59,76,58.2656,4,-8.014633413
6.239999771,27,38,59,76,58.2656,4,-8.37106462
6.244999886,27,38,59,76,58.2656,4,-8.754536862
6.25,27,38,59,76,58.2656,4,-9.167886952
6.255000114,27,38,59,76,58.2656,4,-9.61443603
6.260000229,27,38,59,76,58.2656,4,-10.09810556
6.264999866,27,38,59,76,58.2656,4,-10.62357957
6.269999981,27,38,59,76,58.2656,4,-11.19652911
6.275000095,27,38,59,76,58.2656,4,-11.82391001
6.28000021,27,38,59,76,58.2656,4,-12.51439381
6.284999847,27,38,59,76,58.2656,4,-13.27899111
6.289999962,27,38,59,76,58.2656,4,-14.13197692
6.295000076,27,38,59,76,58.2656,4,-15.09230921
6.300000191,27,38,59,76,58.2656,4,-16.18589015
6.304999828,27,38,59,76,58.2656,4,-17.44930029
6.309999943,27,38,59,76,58.2656,4,-18.93620378
6.315000057,27,38,59,76,58.2656,4,-20.72864009
6.320000172,27,38,59,76,58.2656,4,-22.95592519
6.324999809,27,38,59,76,58.2656,4,-25.81046595
6.329999924,27,38,59,76,58.2656,4,-29.36476651
6.335000038,27,38,59,76,58.2656,4,-31.69986651
6.340000153,27,38,59,76,58.2656,4,-29.26289946
6.34499979,27,38,59,76,58.2656,4,-25.71539366
6.349999905,27,38,59,76,58.2656,4,-22.87551795
6.355000019,27,38,59,76,58.2656,4,-20.65771486
6.360000134,27,38,59,76,58.2656,4,-18.87105458
6.364999771,27,38,59,76,58.2656,4,-17.38789049
6.369999886,27,38,59,76,58.2656,4,-16.127259
6.375,27,38,59,76,58.2656,4,-15.03617264
6.380000114,27,38,59,76,58.2656,4,-14.0785085
6.385000229,27,38,59,76,58.2656,4,-13.22868534
6.389999866,27,38,59,76,58.2656,4,-12.46798465
6.394999981,27,38,59,76,58.2656,4,-11.78231521
6.400000095,27,38,59,76,58.2656,4,-11.16081149
6.40500021,27,38,59,76,58.2656,4,-10.59491272
6.409999847,27,38,59,76,58.2656,4,-10.07775184
6.414999962,27,38,59,76,58.2656,4,-9.603726205
6.420000076,27,38,59,76,58.2656,4,-9.168190932
6.425000191,27,38,59,76,58.2656,4,-8.767254434
6.429999828,27,38,59,76,58.2656,4,-8.397599286
6.434999943,27,38,59,76,58.2656,4,-8.056376432
6.440000057,27,38,59,76,58.2656,4,-7.741101221
6.445000172,27,38,59,76,58.2656,4,-7.449590671
6.449999809,27,38,59,76,58.2656,4,-7.179901435
6.454999924,27,38,59,76,58.2656,4,-6.930292612
6.460000038,27,38,59,76,58.2656,4,-6.699186371
6.465000153,27,38,59,76,58.2656,4,-6.48513901
6.46999979,27,38,59,76,58.2656,4,-6.286823446
6.474999905,27,38,59,76,58.2656,4,-6.103006557
6.480000019,27,38,59,76,58.2656,4,-5.932537204
6.485000134,27,38,59,76,58.2656,4,-5.774334467
6.489999771,27,38,59,76,58.2656,4,-5.627385376
6.494999886,27,38,59,76,58.2656,4,-5.490722479
6.5,27,38,59,76,58.2656,4,-5.363437537
6.505000114,27,38,59,76,58.2656,4,-5.24466695
6.510000229,27,38,59,76,58.2656,4,-5.133592704
6.514999866,27,38,59,76,58.2656,4,-5.029443441
6.519999981,27,38,59,76,58.2656,4,-4.931491758
6.525000095,27,38,59,76,58.2656,4,-4.839060196
6.53000021,27,38,59,76,58.2656,4,-4.751518394
6.534999847,27,38,59,76,58.2656,4,-4.668284817
6.539999962,27,38,59,76,58.2656,4,-4.588832981
6.545000076,27,38,59,76,58.2656,4,-4.512690504
6.550000191,27,38,59,76,58.2656,4,-4.439437478
6.554999828,27,38,59,76,58.2656,4,-4.368717461
6.559999943,27,38,59,76,58.2656,4,-4.300224516
6.565000057,27,38,59,76,58.2656,4,-4.233717526
6.570000172,27,38,59,76,58.2656,4,-4.16900691
6.574999809,27,38,59,76,58.2656,4,-4.105956746
6.579999924,27,38,59,76,58.2656,4,-4.044487188
6.585000038,27,38,59,76,58.2656,4,-3.984563899
6.590000153,27,38,59,76,58.2656,4,-3.926194648
6.59499979,27,38,59,76,58.2656,4,-3.869427268
6.599999905,27,38,59,76,58.2656,4,-3.814343183
6.605000019,27,38,59,76,58.2656,4,-3.761049
6.610000134,27,38,59,76,58.2656,4,-3.709671638
6.614999771,27,38,59,76,58.2656,4,-3.66035224
6.619999886,27,38,59,76,58.2656,4,-3.613240254
6.625,27,38,59,76,58.2656,4,-3.568486492
6.630000114,27,38,59,76,58.2656,4,-3.526237265
6.635000229,27,38,59,76,58.2656,4,-3.486629546
6.639999866,27,38,59,76,58.2656,4,-3.449784965
6.644999981,27,38,59,76,58.2656,4,-3.415805253
6.650000095,27,38,59,76,58.2656,4,-3.384773658
6.65500021,27,38,59,76,58.2656,4,-3.356740361
6.659999847,27,38,59,76,58.2656,4,-3.331733977
6.664999962,27,38,59,76,58.2656,4,-3.309745738
6.670000076,27,38,59,76,58.2656,4,-3.2907386
6.675000191,27,38,59,76,58.2656,4,-3.274646442
6.679999828,27,38,59,76,58.2656,4,-3.261360501
6.684999943,27,38,59,76,58.2656,4,-3.250749419
6.690000057,27,38,59,76,58.2656,4,-3.242644527
6.695000172,27,38,59,76,58.2656,4,-3.236854049
6.699999809,27,38,59,76,58.2656,4,-3.233156404
6.704999924,27,38,59,76,58.2656,4,-3.231312586
6.710000038,27,38,59,76,58.2656,4,-3.231061055
6.715000153,27,38,59,76,58.2656,4,-3.232125262
6.71999979,27,38,59,76,58.2656,4,-3.234229155
6.724999905,27,38,59,76,58.2656,4,-3.237085273
6.730000019,27,38,59,76,58.2656,4,-3.240413494
6.735000134,27,38,59,76,58.2656,4,-3.243944366
6.739999771,27,38,59,76,58.2656,4,-3.247422338
6.744999886,27,38,59,76,58.2656,4,-3.250618585
6.75,27,38,59,76,58.2656,4,-3.253325336
6.755000114,27,38,59,76,58.2656,4,-3.2553747
6.760000229,27,38,59,76,58.2656,4,-3.256632214
6.764999866,27,38,59,76,58.2656,4,-3.257007703
6.769999981,27,38,59,76,58.2656,4,-3.256453671
6.775000095,27,38,59,76,58.2656,4,-3.254966761
6.78000021,27,38,59,76,58.2656,4,-3.252590358
6.784999847,27,38,59,76,58.2656,4,-3.249411784
6.789999962,27,38,59,76,58.2656,4,-3.245560461
6.795000076,27,38,59,76,58.2656,4,-3.241203081
6.800000191,27,38,59,76,58.2656,4,-3.236541698
6.804999828,27,38,59,76,58.2656,4,-3.231806628
6.809999943,27,38,59,76,58.2656,4,-3.227250131
6.815000057,27,38,59,76,58.2656,4,-3.223143253
6.820000172,27,38,59,76,58.2656,4,-3.219765365
6.824999809,27,38,59,76,58.2656,4,-3.217397051
6.829999924,27,38,59,76,58.2656,4,-3.216320793
6.835000038,27,38,59,76,58.2656,4,-3.216805205
6.840000153,27,38,59,76,58.2656,4,-3.219104316
6.84499979,27,38,59,76,58.2656,4,-3.223452831
6.849999905,27,38,59,76,58.2656,4,-3.230055952
6.855000019,27,38,59,76,58.2656,4,-3.239094768
6.860000134,27,38,59,76,58.2656,4,-3.250707715
6.864999771,27,38,59,76,58.2656,4,-3.265003523
6.869999886,27,38,59,76,58.2656,4,-3.282049255
6.875,27,38,59,76,58.2656,4,-3.301872016
6.880000114,27,38,59,76,58.2656,4,-3.32445345
6.885000229,27,38,59,76,58.2656,4,-3.349742704
6.889999866,27,38,59,76,58.2656,4,-3.37763824
6.894999981,27,38,59,76,58.2656,4,-3.408004978
6.900000095,27,38,59,76,58.2656,4,-3.440669812
6.90500021,27,38,59,76,58.2656,4,-3.475427642
6.909999847,27,38,59,76,58.2656,4,-3.512040033
6.914999962,27,38,59,76,58.2656,4,-3.550248883
6.920000076,27,38,59,76,58.2656,4,-3.589774838
6.925000191,27,38,59,76,58.2656,4,-3.63032664
6.929999828,27,38,59,76,58.2656,4,-3.671608563
6.934999943,27,38,59,76,58.2656,4,-3.713329028
6.940000057,27,38,59,76,58.2656,4,-3.755204585
6.945000172,27,38,59,76,58.2656,4,-3.79697224
6.949999809,27,38,59,76,58.2656,4,-3.838395496
6.954999924,27,38,59,76,58.2656,4,-3.879271377
6.960000038,27,38,59,76,58.2656,4,-3.919439804
6.965000153,27,38,59,76,58.2656,4,-3.958790277
